cdgo_jzgdo,dscrpcn_jzgdo,cnsctvo_cdgo_dpto,dscrpcn_jzgdo_hmlgdo,cnsctvo_cdgo_cdd,
188604089001,JUZGADO 001 PROMISCUO MUNICIPAL DE VALPARAISO ,23,JUZGADO PRIMERO PROMISCUO MUNICIPAL DE VALPARAISO ,2794,
190011200100,D.S.A.J. DIRECCION,23,NULL,1991,
190011200200,D.S.A.J. AREA ADMINISTRATIVA,23,NULL,1991,
190011200260,D.S.A.J. AREA ADMINISTRATIVA - GRUPO DE MANTENIMIENTO Y SOPORTE TECNOLOGICO,23,NULL,1991,
190011200300,D.S.A.J. AREA JURIDICA,23,NULL,1991,
190011200621,D.S.A.J. AREA FINANCIERA - GRUPO DE EJECUCION PRESUPUESTAL Y PAGOS,23,NULL,1991,
190011200630,D.S.A.J. AREA FINANCIERA - GRUPO DE CONTABILIDAD,23,NULL,1991,
190011200700,D.S.A.J. AREA DE TALENTO HUMANO,23,NULL,1991,
190011240010,CENTRO DE SERV. ADMINISTRATIVOS JUZGADO DEL CIRCUITO PENAL ESPECIALIZADO,23,NULL,1991,
190011240020,CENTRO DE SERV. ADMINISTRATIVOS JUZGADO DE EJECUCION DE PENAS Y MEDIDAS DE SEGURIDAD,23,NULL,1991,
190011398001,CONSEJO SECCIONAL DE LA JUDICATURA DE CAUCA - DESPACHO 1,23,NULL,1991,
190011398002,CONSEJO SECCIONAL DE LA JUDICATURA DE CAUCA - DESPACHO 2,23,NULL,1991,
190011398200,CONSEJO SECCIONAL DE LA JUDICATURA DE CAUCA - UNIDAD DE AUDITORIA - OFICINA SECCIONAL,23,NULL,1991,
190012204001,DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE POPAYAN ,23,DESPACHO PRIMERO DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE POPAYAN ,1991,
190012204002,DESPACHO 002 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE POPAYAN ,23,DESPACHO SEGUNDO DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE POPAYAN ,1991,
190012204003,DESPACHO 003 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE POPAYAN ,23,DESPACHO TERCERO DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE POPAYAN ,1991,
190012204004,DESPACHO 004 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE POPAYAN ,23,DESPACHO CUARTO DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE POPAYAN ,1991,
190012205001,DESPACHO 001 DE LA SALA LABORAL DEL TRIBUNAL SUPERIOR DE POPAYAN ,23,DESPACHO PRIMERO DE LA SALA LABORAL DEL TRIBUNAL SUPERIOR DE POPAYAN ,1991,
190012205002,DESPACHO 002 DE LA SALA LABORAL DEL TRIBUNAL SUPERIOR DE POPAYAN ,23,DESPACHO SEGUNDO DE LA SALA LABORAL DEL TRIBUNAL SUPERIOR DE POPAYAN ,1991,
190012205003,DESPACHO 003 DE LA SALA LABORAL DEL TRIBUNAL SUPERIOR DE POPAYAN ,23,DESPACHO TERCERO DE LA SALA LABORAL DEL TRIBUNAL SUPERIOR DE POPAYAN ,1991,
190012213000,SECRETARIA DE LA SALA CIVIL FAMILIA DEL TRIBUNAL SUPERIOR DE POPAYAN ,23,NULL,1991,
190012213001,DESPACHO 001 DE LA SALA CIVIL FAMILIA DEL TRIBUNAL SUPERIOR DE POPAYAN ,23,DESPACHO PRIMERO DE LA SALA CIVIL FAMILIA DEL TRIBUNAL SUPERIOR DE POPAYAN ,1991,
190012213002,DESPACHO 002 DE LA SALA CIVIL FAMILIA DEL TRIBUNAL SUPERIOR DE POPAYAN ,23,DESPACHO SEGUNDO DE LA SALA CIVIL FAMILIA DEL TRIBUNAL SUPERIOR DE POPAYAN ,1991,
190012213003,DESPACHO 003 DE LA SALA CIVIL FAMILIA DEL TRIBUNAL SUPERIOR DE POPAYAN ,23,DESPACHO TERCERO DE LA SALA CIVIL FAMILIA DEL TRIBUNAL SUPERIOR DE POPAYAN ,1991,
190012215000,SECRETARIA GENERAL DEL TRIBUNAL SUPERIOR DE POPAYAN,23,NULL,1991,
190012300000,SECRETARIA TRIBUNAL ADMINISTRATIVO DE CAUCA,23,NULL,1991,
190012315000,SECRETARIA GENERAL DEL TRIBUNAL ADMINISTRATIVO DE POPAYAN ,23,NULL,1991,
190012331001,DESPACHO 001 DEL TRIBUNAL ADMINISTRATIVO DE CAUCA,23,DESPACHO PRIMERO DEL TRIBUNAL ADMINISTRATIVO DE CAUCA,1991,
190012333002,DESPACHO 002 DEL TRIBUNAL ADMINISTRATIVO DE CAUCA,23,DESPACHO SEGUNDO DEL TRIBUNAL ADMINISTRATIVO DE CAUCA,1991,
190012333003,DESPACHO 003 DEL TRIBUNAL ADMINISTRATIVO DE CAUCA,23,DESPACHO TERCERO DEL TRIBUNAL ADMINISTRATIVO DE CAUCA,1991,
190012333004,DESPACHO 004 DEL TRIBUNAL ADMINISTRATIVO DE CAUCA,23,DESPACHO CUARTO DEL TRIBUNAL ADMINISTRATIVO DE CAUCA,1991,
190012333006,DESPACHO 006 DEL TRIBUNAL ADMINISTRATIVO DE CAUCA,23,DESPACHO SEXTO DEL TRIBUNAL ADMINISTRATIVO DE CAUCA,1991,
190012340005,DESPACHO 005 DEL TRIBUNAL ADMINISTRATIVO DE CAUCA,23,DESPACHO QUINTO DEL TRIBUNAL ADMINISTRATIVO DE CAUCA,1991,
190012502001,DESPACHO 001 DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE CAUCA ,23,DESPACHO PRIMERO DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE CAUCA ,1991,
190012502002,DESPACHO 002 DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE CAUCA,23,DESPACHO SEGUNDO DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE CAUCA,1991,
190012502003,DESPACHO 003 DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE CAUCA ,23,DESPACHO TERCERO DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE CAUCA ,1991,
190012502004,DESPACHO 004 DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE CAUCA ,23,DESPACHO CUARTO DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE CAUCA ,1991,
190013103001,JUZGADO 001 CIVIL DEL CIRCUITO DE POPAYAN ,23,JUZGADO PRIMERO CIVIL DEL CIRCUITO DE POPAYAN ,1991,
190013103002,JUZGADO 002 CIVIL DEL CIRCUITO DE POPAYAN ,23,JUZGADO SEGUNDO CIVIL DEL CIRCUITO DE POPAYAN ,1991,
190013103003,JUZGADO 003 CIVIL DEL CIRCUITO DE POPAYAN ,23,JUZGADO TERCERO CIVIL DEL CIRCUITO DE POPAYAN ,1991,
190013103004,JUZGADO 004 CIVIL DEL CIRCUITO DE POPAYAN ,23,JUZGADO CUARTO CIVIL DEL CIRCUITO DE POPAYAN ,1991,
190013103005,JUZGADO 005 CIVIL DEL CIRCUITO DE POPAYAN ,23,JUZGADO QUINTO CIVIL DEL CIRCUITO DE POPAYAN ,1991,
190013103006,JUZGADO 006 CIVIL DEL CIRCUITO DE POPAYAN ,23,JUZGADO SEXTO CIVIL DEL CIRCUITO DE POPAYAN ,1991,
190013105001,JUZGADO 001 LABORAL DE POPAYAN ,23,JUZGADO PRIMERO LABORAL DE POPAYAN ,1991,
190013105002,JUZGADO 002 LABORAL DE POPAYAN ,23,JUZGADO SEGUNDO LABORAL DE POPAYAN ,1991,
190013105003,JUZGADO 003 LABORAL DE POPAYAN ,23,JUZGADO TERCERO LABORAL DE POPAYAN ,1991,
190013107001,JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE POPAYAN ,23,JUZGADO PRIMERO PENAL DE CIRCUITO ESPECIALIZADO DE POPAYAN ,1991,
190013107002,JUZGADO 002 PENAL DE CIRCUITO ESPECIALIZADO DE POPAYAN ,23,JUZGADO SEGUNDO PENAL DE CIRCUITO ESPECIALIZADO DE POPAYAN ,1991,
190013107003,JUZGADO 003 PENAL DE CIRCUITO ESPECIALIZADO DE POPAYAN ,23,JUZGADO TERCERO PENAL DE CIRCUITO ESPECIALIZADO DE POPAYAN ,1991,
190013107204,JUZGADO 004 PENAL DE CIRCUITO ESPECIALIZADO ITINERANTE DE POPAYAN ,23,JUZGADO CUARTO PENAL DE CIRCUITO ESPECIALIZADO ITINERANTE DE POPAYAN ,1991,
190013109001,JUZGADO 001 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE POPAYAN ,23,JUZGADO PRIMERO PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE POPAYAN ,1991,
190013109002,JUZGADO 002 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE POPAYAN ,23,JUZGADO SEGUNDO PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE POPAYAN ,1991,
190013109003,JUZGADO 003 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE POPAYAN ,23,JUZGADO TERCERO PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE POPAYAN ,1991,
190013109004,JUZGADO 004 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE POPAYAN ,23,JUZGADO CUARTO PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE POPAYAN ,1991,
190013109005,JUZGADO 005 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE POPAYAN ,23,JUZGADO QUINTO PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE POPAYAN ,1991,
190013109006,JUZGADO 006 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE POPAYAN ,23,JUZGADO SEXTO PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE POPAYAN ,1991,
190013109007,JUZGADO 007 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE POPAYAN ,23,JUZGADO SEPTIMO PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE POPAYAN ,1991,
190013109008,JUZGADO 008 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE POPAYAN,23,JUZGADO OCTAVO PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE POPAYAN,1991,
190013110001,JUZGADO 001 DE FAMILIA DE POPAYAN ,23,JUZGADO PRIMERO DE FAMILIA DE POPAYAN ,1991,
190013110002,JUZGADO 002 DE FAMILIA DE POPAYAN ,23,JUZGADO SEGUNDO DE FAMILIA DE POPAYAN ,1991,
190013110003,JUZGADO 003 DE FAMILIA DE POPAYAN ,23,JUZGADO TERCERO DE FAMILIA DE POPAYAN ,1991,
190013118001,JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCION DE CONOCIMIENTO DE POPAYAN ,23,JUZGADO PRIMERO PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCION DE CONOCIMIENTO DE POPAYAN ,1991,
190013118002,JUZGADO 002 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCION DE CONOCIMIENTO DE POPAYAN ,23,JUZGADO SEGUNDO PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCION DE CONOCIMIENTO DE POPAYAN ,1991,
190013121001,JUZGADO 001 CIVIL DEL CIRCUITO ESPECIALIZADO EN RESTITUCION DE TIERRAS DE POPAYAN ,23,JUZGADO PRIMERO CIVIL DEL CIRCUITO ESPECIALIZADO EN RESTITUCION DE TIERRAS DE POPAYAN ,1991,
190013121002,JUZGADO 002 CIVIL DEL CIRCUITO ESPECIALIZADO EN RESTITUCION DE TIERRAS CON ENFOQUE ETNICO DE POPAYAN,23,JUZGADO SEGUNDO CIVIL DEL CIRCUITO ESPECIALIZADO EN RESTITUCION DE TIERRAS CON ENFOQUE ETNICO DE POPAYAN,1991,
190013121003,JUZGADO 003 CIVIL DEL CIRCUITO ESPECIALIZADO EN RESTITUCION DE TIERRAS CON ENFOQUE ETNICO DE POPAYAN,23,JUZGADO TERCERO CIVIL DEL CIRCUITO ESPECIALIZADO EN RESTITUCION DE TIERRAS CON ENFOQUE ETNICO DE POPAYAN,1991,
190013187001,JUZGADO 001 DE EJECUCION DE PENAS Y MEDIDAS DE SEGURIDAD DE POPAYAN ,23,JUZGADO PRIMERO DE EJECUCION DE PENAS Y MEDIDAS DE SEGURIDAD DE POPAYAN ,1991,
190013187002,JUZGADO 002 DE EJECUCION DE PENAS Y MEDIDAS DE SEGURIDAD DE POPAYAN ,23,JUZGADO SEGUNDO DE EJECUCION DE PENAS Y MEDIDAS DE SEGURIDAD DE POPAYAN ,1991,
190013187003,JUZGADO 003 DE EJECUCION DE PENAS Y MEDIDAS DE SEGURIDAD DE POPAYAN ,23,JUZGADO TERCERO DE EJECUCION DE PENAS Y MEDIDAS DE SEGURIDAD DE POPAYAN ,1991,
190013187004,JUZGADO 004 DE EJECUCION DE PENAS Y MEDIDAS DE SEGURIDAD DE POPAYAN ,23,JUZGADO CUARTO DE EJECUCION DE PENAS Y MEDIDAS DE SEGURIDAD DE POPAYAN ,1991,
190013187005,JUZGADO 005 DE EJECUCION DE PENAS Y MEDIDAS DE SEGURIDAD DE POPAYAN ,23,JUZGADO QUINTO DE EJECUCION DE PENAS Y MEDIDAS DE SEGURIDAD DE POPAYAN ,1991,
190013187006,JUZGADO 006 DE EJECUCION DE PENAS Y MEDIDAS DE SEGURIDAD DE POPAYAN,23,JUZGADO SEXTO DE EJECUCION DE PENAS Y MEDIDAS DE SEGURIDAD DE POPAYAN,1991,
190013333001,JUZGADO 001 ADMINISTRATIVO DE POPAYAN ,23,JUZGADO PRIMERO ADMINISTRATIVO DE POPAYAN ,1991,
190013333002,JUZGADO 002 ADMINISTRATIVO DE POPAYAN ,23,JUZGADO SEGUNDO ADMINISTRATIVO DE POPAYAN ,1991,
190013333003,JUZGADO 003 ADMINISTRATIVO DE POPAYAN ,23,JUZGADO TERCERO ADMINISTRATIVO DE POPAYAN ,1991,
190013333004,JUZGADO 004 ADMINISTRATIVO DE POPAYAN ,23,JUZGADO CUARTO ADMINISTRATIVO DE POPAYAN ,1991,
190013333005,JUZGADO 005 ADMINISTRATIVO DE POPAYAN ,23,JUZGADO QUINTO ADMINISTRATIVO DE POPAYAN ,1991,
190013333006,JUZGADO 006 ADMINISTRATIVO DE POPAYAN ,23,JUZGADO SEXTO ADMINISTRATIVO DE POPAYAN ,1991,
190013333007,JUZGADO 007 ADMINISTRATIVO DE POPAYAN ,23,JUZGADO SEPTIMO ADMINISTRATIVO DE POPAYAN ,1991,
190013333008,JUZGADO 008 ADMINISTRATIVO DE POPAYAN ,23,JUZGADO OCTAVO ADMINISTRATIVO DE POPAYAN ,1991,
190013333009,JUZGADO 009 ADMINISTRATIVO DE POPAYAN ,23,JUZGADO NOVENO ADMINISTRATIVO DE POPAYAN ,1991,
190013333010,JUZGADO 010 ADMINISTRATIVO DE POPAYAN,23,JUZGADO DECIMO ADMINISTRATIVO DE POPAYAN,1991,
190014003001,JUZGADO 001 CIVIL MUNICIPAL DE POPAYAN ,23,JUZGADO PRIMERO CIVIL MUNICIPAL DE POPAYAN ,1991,
190014003002,JUZGADO 002 CIVIL MUNICIPAL DE POPAYAN ,23,JUZGADO SEGUNDO CIVIL MUNICIPAL DE POPAYAN ,1991,
190014003003,JUZGADO 003 CIVIL MUNICIPAL DE POPAYAN ,23,JUZGADO TERCERO CIVIL MUNICIPAL DE POPAYAN ,1991,
190014009002,JUZGADO 002 PENAL MUNICIPAL CON FUNCION DE CONOCIMIENTO DE POPAYAN ,23,JUZGADO SEGUNDO PENAL MUNICIPAL CON FUNCION DE CONOCIMIENTO DE POPAYAN ,1991,
190014009006,JUZGADO 006 PENAL MUNICIPAL CON FUNCION DE CONOCIMIENTO DE POPAYAN ,23,JUZGADO SEXTO PENAL MUNICIPAL CON FUNCION DE CONOCIMIENTO DE POPAYAN ,1991,
190014009007,JUZGADO 007 PENAL MUNICIPAL CON FUNCION DE CONOCIMIENTO DE POPAYAN ,23,JUZGADO SEPTIMO PENAL MUNICIPAL CON FUNCION DE CONOCIMIENTO DE POPAYAN ,1991,
190014009009,JUZGADO 009 PENAL MUNICIPAL CON FUNCION DE CONOCIMIENTO DE POPAYAN ,23,JUZGADO NOVENO PENAL MUNICIPAL CON FUNCION DE CONOCIMIENTO DE POPAYAN ,1991,
190014009010,JUZGADO 010 PENAL MUNICIPAL CON FUNCION DE CONOCIMIENTO DE POPAYAN ,23,JUZGADO DECIMO PENAL MUNICIPAL CON FUNCION DE CONOCIMIENTO DE POPAYAN ,1991,
190014009011,JUZGADO 011 PENAL MUNICIPAL CON FUNCION DE CONOCIMIENTO DE POPAYAN,23,JUZGADO ONCE PENAL MUNICIPAL CON FUNCION DE CONOCIMIENTO DE POPAYAN,1991,
190014009013,JUZGADO 013 PENAL MUNICIPAL CON FUNCION DE CONOCIMIENTO DE POPAYAN,23,JUZGADO TRECE PENAL MUNICIPAL CON FUNCION DE CONOCIMIENTO DE POPAYAN,1991,
190014071002,JUZGADO 002 PENAL MUNICIPAL PARA ADOLESCENTES CON FUNCION DE CONTROL DE GARANTIAS DE POPAYAN ,23,JUZGADO SEGUNDO PENAL MUNICIPAL PARA ADOLESCENTES CON FUNCION DE CONTROL DE GARANTIAS DE POPAYAN ,1991,
190014071003,JUZGADO 003 PENAL MUNICIPAL PARA ADOLESCENTES CON FUNCION DE CONTROL DE GARANTIAS DE POPAYAN ,23,JUZGADO TERCERO PENAL MUNICIPAL PARA ADOLESCENTES CON FUNCION DE CONTROL DE GARANTIAS DE POPAYAN ,1991,
190014088001,JUZGADO 001 PENAL MUNICIPAL CON FUNCION DE CONTROL DE GARANTIAS DE POPAYAN ,23,JUZGADO PRIMERO PENAL MUNICIPAL CON FUNCION DE CONTROL DE GARANTIAS DE POPAYAN ,1991,
190014088003,JUZGADO 003 PENAL MUNICIPAL CON FUNCION DE CONTROL DE GARANTIAS DE POPAYAN ,23,JUZGADO TERCERO PENAL MUNICIPAL CON FUNCION DE CONTROL DE GARANTIAS DE POPAYAN ,1991,
190014088004,JUZGADO 004 PENAL MUNICIPAL CON FUNCION DE CONTROL DE GARANTIAS DE POPAYAN ,23,JUZGADO CUARTO PENAL MUNICIPAL CON FUNCION DE CONTROL DE GARANTIAS DE POPAYAN ,1991,
190014088005,JUZGADO 005 PENAL MUNICIPAL CON FUNCION DE CONTROL DE GARANTIAS DE POPAYAN ,23,JUZGADO QUINTO PENAL MUNICIPAL CON FUNCION DE CONTROL DE GARANTIAS DE POPAYAN ,1991,
190014088008,JUZGADO 008 PENAL MUNICIPAL CON FUNCION DE CONTROL DE GARANTIAS DE POPAYAN ,23,JUZGADO OCTAVO PENAL MUNICIPAL CON FUNCION DE CONTROL DE GARANTIAS DE POPAYAN ,1991,
190014088012,JUZGADO 012 PENAL MUNICIPAL CON FUNCION DE CONTROL DE GARANTIAS DE POPAYAN,23,JUZGADO DOCE PENAL MUNICIPAL CON FUNCION DE CONTROL DE GARANTIAS DE POPAYAN,1991,
190014088014,JUZGADO 014 PENAL MUNICIPAL CON FUNCION DE CONTROL DE GARANTIAS DE POPAYAN,23,JUZGADO CATORCE PENAL MUNICIPAL CON FUNCION DE CONTROL DE GARANTIAS DE POPAYAN,1991,
190014088101,JUZGADO 101 PENAL MUNICIPAL CON FUNCION DE CONTROL DE GARANTIAS DE POPAYAN ,23,NULL,1991,
190014088102,JUZGADO 102 PENAL MUNICIPAL CON FUNCION DE CONTROL DE GARANTIAS DE POPAYAN ,23,NULL,1991,
190014105001,JUZGADO 001 MUNICIPAL DE PEQUE�AS CAUSAS LABORALES DE POPAYAN ,23,JUZGADO PRIMERO MUNICIPAL DE PEQUE�AS CAUSAS LABORALES DE POPAYAN ,1991,
190014105002,JUZGADO 002 MUNICIPAL DE PEQUE�AS CAUSAS LABORALES DE POPAYAN ,23,JUZGADO SEGUNDO MUNICIPAL DE PEQUE�AS CAUSAS LABORALES DE POPAYAN ,1991,
190014189001,JUZGADO 001 DE PEQUE�AS CAUSAS Y COMPETENCIA MULTIPLE DE POPAYAN ,23,JUZGADO PRIMERO DE PEQUE�AS CAUSAS Y COMPETENCIA MULTIPLE DE POPAYAN ,1991,
190014189002,JUZGADO 002 DE PEQUE�AS CAUSAS Y COMPETENCIA MULTIPLE DE POPAYAN ,23,JUZGADO SEGUNDO DE PEQUE�AS CAUSAS Y COMPETENCIA MULTIPLE DE POPAYAN ,1991,
190014189003,JUZGADO 003 DE PEQUE�AS CAUSAS Y COMPETENCIA MULTIPLE DE POPAYAN ,23,JUZGADO TERCERO DE PEQUE�AS CAUSAS Y COMPETENCIA MULTIPLE DE POPAYAN ,1991,
190014189004,JUZGADO 004 TRANSITORIO DE PEQUE�AS CAUSAS Y COMPETENCIA MULTIPLE DE POPAYAN ,23,JUZGADO CUARTO TRANSITORIO DE PEQUE�AS CAUSAS Y COMPETENCIA MULTIPLE DE POPAYAN ,1991,
190017065000,CENTRO DE SERVICIOS DE LOS JUZGADOS DE RESPONSABILIDAD PENAL PARA ADOLESCENTES DE POPAYAN,23,NULL,1991,
190017088001,CENTRO DE SERVICIOS ADMINISTRATIVOS 001PENAL CON FUNCION DE CONTROL DE GARANTIAS DE POPAYAN,23,CENTRO DE SERVICIOS ADMINISTRATIVOS PRIMEROPENAL CON FUNCION DE CONTROL DE GARANTIAS DE POPAYAN,1991,
190224089001,JUZGADO 001 PROMISCUO MUNICIPAL DE ALMAGUER ,22,JUZGADO PRIMERO PROMISCUO MUNICIPAL DE ALMAGUER ,2009,
190504089001,JUZGADO 001 PROMISCUO MUNICIPAL DE ARGELIA ,17,JUZGADO PRIMERO PROMISCUO MUNICIPAL DE ARGELIA ,7890,
190754089001,JUZGADO 001 PROMISCUO MUNICIPAL DE BALBOA ,31,JUZGADO PRIMERO PROMISCUO MUNICIPAL DE BALBOA ,6013,
191003184001,JUZGADO 001 PROMISCUO DE FAMILIA DEL CIRCUITO DE BOLIVAR ,27,JUZGADO PRIMERO PROMISCUO DE FAMILIA DEL CIRCUITO DE BOLIVAR ,4335,
191003189001,JUZGADO 001 PROMISCUO DEL CIRCUITO DE BOLIVAR ,27,JUZGADO PRIMERO PROMISCUO DEL CIRCUITO DE BOLIVAR ,4335,
191004089001,JUZGADO 001 PROMISCUO MUNICIPAL DE BOLIVAR ,27,JUZGADO PRIMERO PROMISCUO MUNICIPAL DE BOLIVAR ,4335,
191104089001,JUZGADO 001 PROMISCUO MUNICIPAL DE BUENOS AIRES ,21,JUZGADO PRIMERO PROMISCUO MUNICIPAL DE BUENOS AIRES ,541,
191304089001,JUZGADO 001 PROMISCUO MUNICIPAL DE CAJIBIO ,22,JUZGADO PRIMERO PROMISCUO MUNICIPAL DE CAJIBIO ,1848,
191304089002,JUZGADO 002 PROMISCUO MUNICIPAL DE CAJIBIO ,22,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE CAJIBIO ,1848,
191374089001,JUZGADO 001 PROMISCUO MUNICIPAL DE CALDONO ,22,JUZGADO PRIMERO PROMISCUO MUNICIPAL DE CALDONO ,9050,
191423184001,JUZGADO 001 PROMISCUO DE FAMILIA DEL CIRCUITO DE CALOTO ,22,JUZGADO PRIMERO PROMISCUO DE FAMILIA DEL CIRCUITO DE CALOTO ,9196,
191423189001,JUZGADO 001 PROMISCUO DEL CIRCUITO DE CALOTO ,22,JUZGADO PRIMERO PROMISCUO DEL CIRCUITO DE CALOTO ,9196,
191424089001,JUZGADO 001 PROMISCUO MUNICIPAL DE CALOTO ,22,JUZGADO PRIMERO PROMISCUO MUNICIPAL DE CALOTO ,9196,
191424089002,JUZGADO 002 PROMISCUO MUNICIPAL DE CALOTO ,22,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE CALOTO ,9196,
192124089001,JUZGADO 001 PROMISCUO MUNICIPAL DE CORINTO ,21,JUZGADO PRIMERO PROMISCUO MUNICIPAL DE CORINTO ,542,
192564089001,JUZGADO 001 PROMISCUO MUNICIPAL DE EL TAMBO ,22,JUZGADO PRIMERO PROMISCUO MUNICIPAL DE EL TAMBO ,1466,
192904089001,JUZGADO 001 PROMISCUO MUNICIPAL DE FLORENCIA ,5,JUZGADO PRIMERO PROMISCUO MUNICIPAL DE FLORENCIA ,680,
193004089001,JUZGADO 001 PROMISCUO MUNICIPAL DE GUACHENE ,22,JUZGADO PRIMERO PROMISCUO MUNICIPAL DE GUACHENE ,9557,
193183184001,JUZGADO 001 PROMISCUO DE FAMILIA DEL CIRCUITO DE GUAPI ,22,JUZGADO PRIMERO PROMISCUO DE FAMILIA DEL CIRCUITO DE GUAPI ,1435,
193183189001,JUZGADO 001 PROMISCUO DEL CIRCUITO DE GUAPI ,22,JUZGADO PRIMERO PROMISCUO DEL CIRCUITO DE GUAPI ,1435,
193184089001,JUZGADO 001 PROMISCUO MUNICIPAL DE GUAPI ,22,JUZGADO PRIMERO PROMISCUO MUNICIPAL DE GUAPI ,1435,
193554089001,JUZGADO 001 PROMISCUO MUNICIPAL DE INZA ,22,JUZGADO PRIMERO PROMISCUO MUNICIPAL DE INZA ,1214,
193644089001,JUZGADO 001 PROMISCUO MUNICIPAL DE JAMBALO ,22,JUZGADO PRIMERO PROMISCUO MUNICIPAL DE JAMBALO ,1280,
193924089001,JUZGADO 001 PROMISCUO MUNICIPAL DE LA SIERRA ,22,JUZGADO PRIMERO PROMISCUO MUNICIPAL DE LA SIERRA ,1341,
193974089001,JUZGADO 001 PROMISCUO MUNICIPAL DE LA VEGA ,22,JUZGADO PRIMERO PROMISCUO MUNICIPAL DE LA VEGA ,1632,
194184089001,JUZGADO 001 PROMISCUO MUNICIPAL DE LOPEZ DE MICAY ,22,NULL,1343,
194504089001,JUZGADO 001 PROMISCUO MUNICIPAL DE MERCADERES ,22,JUZGADO PRIMERO PROMISCUO MUNICIPAL DE MERCADERES ,1313,
194554089001,JUZGADO 001 PROMISCUO MUNICIPAL DE MIRANDA ,22,JUZGADO PRIMERO PROMISCUO MUNICIPAL DE MIRANDA ,1448,
194554089002,JUZGADO 002 PROMISCUO MUNICIPAL DE MIRANDA ,22,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE MIRANDA ,1448,
194734089001,JUZGADO 001 PROMISCUO MUNICIPAL DE MORALES ,22,JUZGADO PRIMERO PROMISCUO MUNICIPAL DE MORALES ,2707,
195134089001,JUZGADO 001 PROMISCUO MUNICIPAL DE PADILLA ,16,JUZGADO PRIMERO PROMISCUO MUNICIPAL DE PADILLA ,6421,
195174089001,JUZGADO 001 PROMISCUO MUNICIPAL DE PAEZ - BELALCAZAR ,22,NULL,1228,
195323104001,JUZGADO 001 PENAL DEL CIRCUITO DE PATIA-EL BORDO ,22,NULL,1292,
195323112001,JUZGADO 001 CIVIL DEL CIRCUITO CON CONOCIMIENTO EN ASUNTOS LABORALES DE PATIA-EL BORDO ,22,NULL,1292,
195323184001,JUZGADO 001 PROMISCUO DE FAMILIA DEL CIRCUITO DE PATIA-EL BORDO ,22,NULL,1292,
195324089001,JUZGADO 001 PROMISCUO MUNICIPAL DE PATIA-EL BORDO ,22,NULL,1292,
195324089002,JUZGADO 002 PROMISCUO MUNICIPAL DE PATIA-EL BORDO ,22,NULL,1292,
195334089001,JUZGADO 001 PROMISCUO MUNICIPAL DE PIAMONTE ,10,JUZGADO PRIMERO PROMISCUO MUNICIPAL DE PIAMONTE ,2483,
195484089001,JUZGADO 001 PROMISCUO MUNICIPAL DE PIENDAMO ,22,JUZGADO PRIMERO PROMISCUO MUNICIPAL DE PIENDAMO ,1183,
